iter	Logloss
395	0.2710881279
396	0.2710340653
397	0.2710192101
398	0.2709683186
399	0.2709208017
400	0.270895937
401	0.2708766775
402	0.2708570184
403	0.270825084
404	0.2707818588
405	0.270733411
406	0.2707099493
407	0.2707020436
408	0.270683562
409	0.2705323645
410	0.2704868367
411	0.2704634097
412	0.2704188863
413	0.2703849046
414	0.2702607021
415	0.2702031716
416	0.2701160961
417	0.2700647414
418	0.2700055276
419	0.2699742331
420	0.2699572015
421	0.2699445779
422	0.2699322028
423	0.2698931419
424	0.2698661157
425	0.2698219635
426	0.269796766
427	0.2697436101
428	0.2697177889
429	0.2696761676
430	0.2696251961
431	0.2695920355
432	0.2695765224
433	0.2695059942
434	0.2694863294
435	0.2694459525
436	0.2694054303
437	0.2693758969
438	0.2693220578
439	0.2692741792
440	0.2692652672
441	0.2692484142
442	0.269196995
443	0.2691566732
444	0.2691323352
445	0.2691159535
446	0.2690239605
447	0.2689964202
448	0.2689246692
449	0.2688935611
450	0.2688453039
451	0.2688070828
452	0.2687522224
453	0.2687425988
454	0.2687218506
455	0.2686895142
456	0.2686555062
457	0.2686516251
458	0.2685960243
459	0.2685695729
460	0.268531624
461	0.2684992482
462	0.268456029
463	0.2683535187
464	0.2683184351
465	0.268296672
466	0.2682480787
467	0.2681920422
468	0.2681852137
469	0.2681562604
470	0.2681234446
471	0.2680954752
472	0.2680812162
473	0.2680654498
474	0.2680591331
475	0.2680445133
476	0.2680300035
477	0.2679918273
478	0.2679567374
479	0.267883133
480	0.2678652286
481	0.2678407776
482	0.2678089433
483	0.2677719885
484	0.2676943351
485	0.2676546205
486	0.2675485159
487	0.2675422498
488	0.2674859057
489	0.2674736711
490	0.2674379111
491	0.2674193021
492	0.2673801822
493	0.2673370853
494	0.267319562
495	0.2672824843
496	0.2672588924
497	0.2672222164
498	0.2670964292
499	0.267025883
500	0.2670023635
501	0.2669871644
502	0.2669632637
503	0.2669224619
504	0.2668960518
505	0.2668846032
506	0.2668772767
507	0.266827062
508	0.2668059449
509	0.2667714577
510	0.2667445542
511	0.2667258193
512	0.2666881312
513	0.2666504221
514	0.2665914343
515	0.266544217
516	0.2664776393
517	0.2664101728
518	0.2663600127
519	0.2663178964
520	0.2662784367
521	0.2662430832
522	0.2662217392
523	0.2661049705
524	0.2660738044
525	0.2660370109
526	0.2659965961
527	0.2659481175
528	0.2658980635
529	0.265854103
530	0.2658157361
531	0.2657970825
532	0.2657606614
533	0.2657388314
534	0.2656719508
535	0.2656003366
536	0.2655883677
537	0.2655795871
538	0.2655255201
539	0.2654709535
540	0.2654265769
541	0.265415426
542	0.2653494019
543	0.2653101536
544	0.2652741453
545	0.2652335354
546	0.26519941
547	0.2651283607
548	0.2650584154
549	0.2650270864
550	0.2649835243
551	0.2649770505
552	0.2649369689
553	0.2649241808
554	0.2648757203
555	0.2648584983
556	0.2648202565
557	0.2647424432
558	0.2647166544
559	0.2646527217
560	0.2645933926
561	0.2645732502
562	0.26455888
563	0.2645208753
564	0.2644796738
565	0.264389282
566	0.2643732116
567	0.2643565669
568	0.2643170885
569	0.2642984725
570	0.2642674463
571	0.2642312507
572	0.2641639737
573	0.2641138049
574	0.2640800992
575	0.2640498342
576	0.26401252
577	0.2639887188
578	0.2639647751
579	0.2639142546
580	0.2638859137
581	0.263818955
582	0.263769298
583	0.2637681925
584	0.2636952572
585	0.2636826965
586	0.263661528
587	0.263600348
588	0.2635775425
589	0.2635518907
590	0.2635296662
591	0.2634739423
592	0.2634200406
593	0.2633909289
594	0.2633626556
595	0.2633395599
596	0.263302655
597	0.2632661911
598	0.263218352
599	0.2631828842
600	0.26312959
601	0.2630643917
602	0.26305563
603	0.2630205132
604	0.2630089401
605	0.2629756242
606	0.2629166225
607	0.2628886335
608	0.2628129224
609	0.2627437887
610	0.2627387817
611	0.2626884024
612	0.2626567648
613	0.2626167311
614	0.2625958376
615	0.2625866801
616	0.2625351226
617	0.2625050316
618	0.2624803512
619	0.2624391288
620	0.2623944205
621	0.2623785435
622	0.2623338299
623	0.2623074589
624	0.2623014555
625	0.2622835472
626	0.2622602776
627	0.2621990501
628	0.2621145446
629	0.2620973133
630	0.2620905659
631	0.2620432808
632	0.2620174334
633	0.2619961282
634	0.2619705945
635	0.2618910479
636	0.2618776023
637	0.2618477377
638	0.2618402423
639	0.2618095084
640	0.2617413571
641	0.2616936801
642	0.2616179809
643	0.2616010635
644	0.2615422474
645	0.2614996652
646	0.2614790413
647	0.2614619677
648	0.2614313153
649	0.2614107023
650	0.2613826066
651	0.2613594577
652	0.2613192864
653	0.2613047688
654	0.2612554391
655	0.2612104504
656	0.2611888801
657	0.2611483532
658	0.2611317042
659	0.2610965136
660	0.2610648658
661	0.2610462775
662	0.2610208534
663	0.2609683386
664	0.2609542998
665	0.2609184224
666	0.2609008167
667	0.2608619838
668	0.260822556
669	0.2607818523
670	0.2607563366
671	0.2607087406
672	0.2606749259
673	0.2606551051
674	0.2605989993
675	0.2605772401
676	0.2605495991
677	0.2605112718
678	0.2604977604
679	0.2604806389
680	0.2604559992
681	0.2604135473
682	0.260396762
683	0.2603584097
684	0.2603156236
685	0.2603041224
686	0.2602887025
687	0.2602530947
688	0.2602158406
689	0.2601926528
690	0.2601686929
691	0.2601437645
692	0.260135306
693	0.2601032429
694	0.2600368385
695	0.25998219
696	0.2599302044
697	0.2598843328
698	0.2598509098
699	0.2598317382
700	0.2598132224
701	0.2597853748
702	0.2597694411
703	0.2597476919
704	0.2597184321
705	0.259663958
706	0.2596471523
707	0.2596139833
708	0.2595843306
709	0.2595489569
710	0.2594994818
711	0.2594944681
712	0.2594737906
713	0.2594439995
714	0.2593887835
715	0.2593492614
716	0.2593316252
717	0.2592746348
718	0.2592433557
719	0.2592125526
720	0.2591850358
721	0.2591757477
722	0.2591299009
723	0.259100203
724	0.2590292941
725	0.2590138475
726	0.2589657062
727	0.2589281274
728	0.2589223111
729	0.2589116894
730	0.2588961294
731	0.2588434947
732	0.2588038642
733	0.2587749514
734	0.2587547784
735	0.2587393667
736	0.2586986853
737	0.2586568766
738	0.2586327557
739	0.2586177982
740	0.2585905627
741	0.2585876169
742	0.2585554272
743	0.2584976969
744	0.2584909138
745	0.258478587
746	0.2584127105
747	0.2583781513
748	0.2583486584
749	0.2582953456
750	0.2582514486
751	0.2582247983
752	0.2581905829
753	0.2581820892
754	0.2581686413
755	0.2581368697
756	0.2581316465
757	0.258096974
758	0.258082978
759	0.258048256
760	0.2580270443
761	0.2580020278
762	0.2579789366
763	0.2579426789
764	0.2578830777
765	0.2577428706
766	0.2577396714
767	0.2577129621
768	0.2576787697
769	0.2576308746
770	0.2575969555
771	0.2575810906
772	0.257560309
773	0.2575208458
774	0.2574822997
775	0.2574671654
776	0.2574523878
777	0.2574377694
778	0.257428521
779	0.2574078965
780	0.2573530941
781	0.257313001
782	0.2572929549
783	0.2572832839
784	0.2572646948
785	0.2572224925
786	0.2571571477
787	0.2571419431
788	0.2570943815
789	0.2570461075
790	0.257019361
791	0.2569426247
792	0.2568716052
793	0.2567999374
794	0.2567826805
795	0.2567552347
796	0.2567457083
797	0.256697518
798	0.2566687102
799	0.2566534237
800	0.2565932561
801	0.256582378
802	0.2565323979
803	0.2565225106
804	0.2564725735
805	0.2564541003
806	0.2564018955
807	0.2563931142
808	0.256362783
809	0.2563380921
810	0.25626784
811	0.2562296163
812	0.2562066705
813	0.2561660299
814	0.2561381079
815	0.2561231662
816	0.2560986314
817	0.2560814256
818	0.2560703226
819	0.2560477691
820	0.2560319164
821	0.2559695104
822	0.2559492019
823	0.2559214581
824	0.2558727016
825	0.2558434769
826	0.2558193346
827	0.2557748063
828	0.2557555957
829	0.2557264926
830	0.2557007587
831	0.2556768538
832	0.2556659112
833	0.2556374731
834	0.2556147237
835	0.2556103144
836	0.2555814769
837	0.2555734615
838	0.2555435552
839	0.2555194953
840	0.2554918631
841	0.2554454773
842	0.2554209938
843	0.2553955122
844	0.2553336379
845	0.2553032218
846	0.2552466599
847	0.2552252955
848	0.255202664
849	0.2551760338
850	0.2551536624
851	0.2551379808
852	0.255124339
853	0.2550699728
854	0.2550631793
855	0.2550411242
856	0.2550321286
857	0.2549704226
858	0.2549598906
859	0.2549178421
860	0.2548983379
861	0.2548553224
862	0.2548381942
863	0.254797482
864	0.2547724913
865	0.2547237558
866	0.2547176617
867	0.2546760209
868	0.2546557738
869	0.2546374235
870	0.2546010083
871	0.2545830318
872	0.254558908
873	0.2545378621
874	0.2545203748
875	0.2544828015
876	0.2544583598
877	0.2543818184
878	0.2543102322
879	0.2542686437
880	0.2542453114
881	0.254235492
882	0.2541900228
883	0.2541824388
884	0.2541625767
885	0.2541173342
886	0.2540744074
887	0.2540563997
888	0.2540245858
889	0.2540016192
890	0.2539803404
891	0.2539631826
892	0.2538966775
893	0.2538895764
894	0.2538742464
895	0.253842719
896	0.2538265588
897	0.2538084366
898	0.2537602452
899	0.2537370935
900	0.2537118778
901	0.2536855817
902	0.2536438668
903	0.2536172308
904	0.2535863436
905	0.2535646918
906	0.2535465564
907	0.2534955843
908	0.2533930397
909	0.2533747085
910	0.2533676636
911	0.2533448773
912	0.2533382217
913	0.253323295
914	0.2533082691
915	0.2533003099
916	0.2532709132
917	0.2532512244
918	0.2532009366
919	0.2531734017
920	0.2531302699
921	0.253114696
922	0.2530910619
923	0.2530745515
924	0.2530587739
925	0.2530497324
926	0.2530437623
927	0.2530229865
928	0.2530105771
929	0.2529850272
930	0.252964894
931	0.2528995177
932	0.2528781454
933	0.2528353324
934	0.2528209262
935	0.2528127555
936	0.2527667642
937	0.2527487513
938	0.2527215095
939	0.2527012238
940	0.2526846561
941	0.2526491646
942	0.2526270516
943	0.2526021031
944	0.2525462976
945	0.2524891685
946	0.2524652033
947	0.252408752
948	0.2523827028
949	0.2523102183
950	0.2522895316
951	0.2522542108
952	0.2522303991
953	0.2522224282
954	0.2521999989
955	0.2521944268
956	0.2521787331
957	0.2521494873
958	0.2520979625
959	0.2520435312
960	0.2520282468
961	0.2520118423
962	0.2520042556
963	0.2519850437
964	0.2519653371
965	0.251925755
966	0.2519120652
967	0.2518945193
968	0.2518633455
969	0.2518336729
970	0.2518237624
971	0.2517938655
972	0.2517146475
973	0.2516690771
974	0.2516213034
975	0.2515846384
976	0.2515039196
977	0.2514566687
978	0.2514174744
979	0.2514003093
980	0.2513947663
981	0.2513651978
982	0.2513559975
983	0.2513445766
984	0.2512709226
985	0.2512387634
986	0.2512189885
987	0.2511922798
988	0.2511772195
989	0.2511538973
990	0.2511473761
991	0.2511224193
992	0.2510718054
993	0.2510588734
994	0.2509713582
995	0.2509231951
996	0.250880962
997	0.2508634585
998	0.2508125836
999	0.2507720777
